token: -- | freq: 899 | docs: 81 | posting_pos: 0
token: intelus | freq: 3 | docs: 3 | posting_pos: 136605
token: intend | freq: 12 | docs: 8 | posting_pos: 136608
token: intended | freq: 44 | docs: 22 | posting_pos: 136616
token: intending | freq: 4 | docs: 2 | posting_pos: 136638
token: intends | freq: 12 | docs: 8 | posting_pos: 136640
token: intense | freq: 14 | docs: 11 | posting_pos: 136648
token: intensified | freq: 3 | docs: 3 | posting_pos: 136659
token: intensity | freq: 34 | docs: 7 | posting_pos: 136662
token: intensive | freq: 10 | docs: 7 | posting_pos: 136669
token: intensively | freq: 3 | docs: 2 | posting_pos: 136676
token: intent | freq: 30 | docs: 13 | posting_pos: 136678
token: intention | freq: 8 | docs: 8 | posting_pos: 136691
token: intentional | freq: 15 | docs: 6 | posting_pos: 136699
token: intentionally | freq: 14 | docs: 6 | posting_pos: 136705
token: intentions | freq: 11 | docs: 11 | posting_pos: 136711
token: inter | freq: 24 | docs: 11 | posting_pos: 136722
token: inter-continental | freq: 5 | docs: 1 | posting_pos: 136733
token: interaccess | freq: 50 | docs: 5 | posting_pos: 136734
token: interact | freq: 12 | docs: 11 | posting_pos: 136739
token: interaction | freq: 27 | docs: 19 | posting_pos: 136750
token: interactions | freq: 7 | docs: 5 | posting_pos: 136769
token: interactive | freq: 33 | docs: 15 | posting_pos: 136774
token: interannual | freq: 25 | docs: 2 | posting_pos: 136789
token: interax | freq: 4 | docs: 4 | posting_pos: 136791
token: intercable | freq: 3 | docs: 3 | posting_pos: 136795
token: intercall | freq: 3 | docs: 3 | posting_pos: 136798
token: intercel | freq: 9 | docs: 1 | posting_pos: 136801
token: interceptions | freq: 20 | docs: 5 | posting_pos: 136802
token: intercom | freq: 14 | docs: 5 | posting_pos: 136807
token: intercomparison | freq: 18 | docs: 5 | posting_pos: 136812
token: intercon | freq: 5 | docs: 4 | posting_pos: 136817
token: interconnect | freq: 7 | docs: 5 | posting_pos: 136821
token: intercourse | freq: 3 | docs: 3 | posting_pos: 136826
token: interdisciplinary | freq: 3 | docs: 3 | posting_pos: 136829
token: interealm | freq: 4 | docs: 4 | posting_pos: 136832
token: intereses | freq: 29 | docs: 6 | posting_pos: 136836
token: interest | freq: 280 | docs: 147 | posting_pos: 136842
token: interested | freq: 45 | docs: 34 | posting_pos: 136989
token: interesting | freq: 19 | docs: 14 | posting_pos: 137023
token: interests | freq: 68 | docs: 42 | posting_pos: 137037
token: interface | freq: 20 | docs: 6 | posting_pos: 137079
token: interfax | freq: 4 | docs: 4 | posting_pos: 137085
token: interfere | freq: 4 | docs: 4 | posting_pos: 137089
token: interference | freq: 9 | docs: 7 | posting_pos: 137093
token: interfering | freq: 6 | docs: 5 | posting_pos: 137100
token: interferometry | freq: 3 | docs: 2 | posting_pos: 137105
token: intergate | freq: 11 | docs: 5 | posting_pos: 137107
token: interim | freq: 5 | docs: 4 | posting_pos: 137112
token: interior | freq: 23 | docs: 17 | posting_pos: 137116
token: interju | freq: 6 | docs: 3 | posting_pos: 137133
token: interjuban | freq: 3 | docs: 3 | posting_pos: 137136
token: interjubol | freq: 3 | docs: 2 | posting_pos: 137139
token: interjuja | freq: 7 | docs: 7 | posting_pos: 137141
token: interjujaban | freq: 4 | docs: 3 | posting_pos: 137148
token: interjunak | freq: 5 | docs: 4 | posting_pos: 137151
token: interjut | freq: 21 | docs: 11 | posting_pos: 137155
token: interl | freq: 4 | docs: 4 | posting_pos: 137166
token: interlink | freq: 18 | docs: 5 | posting_pos: 137170
token: interlinx | freq: 4 | docs: 4 | posting_pos: 137175
token: interlog | freq: 9 | docs: 6 | posting_pos: 137179
token: intermedia | freq: 5 | docs: 4 | posting_pos: 137185
token: intermediate | freq: 9 | docs: 8 | posting_pos: 137189
token: intermind | freq: 5 | docs: 5 | posting_pos: 137197
token: internacional | freq: 19 | docs: 11 | posting_pos: 137202
token: internacionale | freq: 3 | docs: 3 | posting_pos: 137213
token: internacionales | freq: 14 | docs: 9 | posting_pos: 137216
token: internacionalista | freq: 4 | docs: 4 | posting_pos: 137225
token: internacionalizmus | freq: 3 | docs: 3 | posting_pos: 137229
token: internal | freq: 84 | docs: 48 | posting_pos: 137232
token: international | freq: 405 | docs: 113 | posting_pos: 137280
token: internationally | freq: 4 | docs: 4 | posting_pos: 137393
token: internet | freq: 235 | docs: 44 | posting_pos: 137397
token: internet-eireann | freq: 3 | docs: 3 | posting_pos: 137441
token: interneten | freq: 12 | docs: 8 | posting_pos: 137444
token: internetet | freq: 3 | docs: 2 | posting_pos: 137452
token: internetstore | freq: 5 | docs: 5 | posting_pos: 137454
token: internetwis | freq: 4 | docs: 4 | posting_pos: 137459
token: internex | freq: 7 | docs: 5 | posting_pos: 137463
token: internext | freq: 5 | docs: 5 | posting_pos: 137468
token: internexus | freq: 3 | docs: 2 | posting_pos: 137473
token: interno | freq: 3 | docs: 2 | posting_pos: 137475
token: internode | freq: 5 | docs: 4 | posting_pos: 137477
token: internorth | freq: 5 | docs: 5 | posting_pos: 137481
token: interoz | freq: 5 | docs: 5 | posting_pos: 137486
token: interpac | freq: 6 | docs: 5 | posting_pos: 137491
token: interpact | freq: 12 | docs: 12 | posting_pos: 137496
token: interpath | freq: 15 | docs: 5 | posting_pos: 137508
token: interpersonal | freq: 4 | docs: 4 | posting_pos: 137513
token: interpetrol | freq: 3 | docs: 2 | posting_pos: 137517
token: interplay | freq: 4 | docs: 4 | posting_pos: 137519
token: interpol | freq: 3 | docs: 2 | posting_pos: 137523
token: interpret | freq: 5 | docs: 5 | posting_pos: 137525
token: interpretation | freq: 49 | docs: 28 | posting_pos: 137530
token: interpretations | freq: 23 | docs: 16 | posting_pos: 137558
token: interpreted | freq: 11 | docs: 10 | posting_pos: 137574
token: interpreting | freq: 3 | docs: 2 | posting_pos: 137584
token: interpretive | freq: 4 | docs: 2 | posting_pos: 137586
token: interprets | freq: 6 | docs: 6 | posting_pos: 137588
token: interramp | freq: 204 | docs: 5 | posting_pos: 137594
token: interrogation | freq: 5 | docs: 4 | posting_pos: 137599
token: intersegmentos | freq: 3 | docs: 1 | posting_pos: 137603
token: interserf | freq: 5 | docs: 5 | posting_pos: 137604
token: interserve | freq: 4 | docs: 4 | posting_pos: 137609
token: intersolv | freq: 5 | docs: 5 | posting_pos: 137613
token: intersource | freq: 5 | docs: 5 | posting_pos: 137618
token: interstate | freq: 8 | docs: 6 | posting_pos: 137623
token: intersurf | freq: 5 | docs: 5 | posting_pos: 137629
token: intertwined | freq: 3 | docs: 3 | posting_pos: 137634
token: interval | freq: 6 | docs: 2 | posting_pos: 137637
token: intervene | freq: 4 | docs: 4 | posting_pos: 137639
token: intervention | freq: 49 | docs: 24 | posting_pos: 137643
token: interview | freq: 48 | docs: 27 | posting_pos: 137667
token: interviewed | freq: 7 | docs: 6 | posting_pos: 137694
token: interviewing | freq: 4 | docs: 4 | posting_pos: 137700
token: interviews | freq: 13 | docs: 10 | posting_pos: 137704
token: interworld | freq: 5 | docs: 5 | posting_pos: 137714
token: intestate | freq: 3 | docs: 2 | posting_pos: 137719
token: intex | freq: 6 | docs: 5 | posting_pos: 137721
token: intezet | freq: 11 | docs: 9 | posting_pos: 137726
token: intezkedes | freq: 3 | docs: 3 | posting_pos: 137735
token: intezkedesek | freq: 12 | docs: 8 | posting_pos: 137738
token: intezkedeseket | freq: 15 | docs: 9 | posting_pos: 137746
token: intezmeny | freq: 16 | docs: 12 | posting_pos: 137755
token: intezmenyei | freq: 4 | docs: 2 | posting_pos: 137767
token: intezmenyek | freq: 30 | docs: 17 | posting_pos: 137769
token: intezmenyekben | freq: 10 | docs: 5 | posting_pos: 137786
token: intezmenyeket | freq: 3 | docs: 3 | posting_pos: 137791
token: intezmenyekrol | freq: 4 | docs: 1 | posting_pos: 137794
token: intezmenyes | freq: 3 | docs: 3 | posting_pos: 137795
token: intezmenyi | freq: 4 | docs: 2 | posting_pos: 137798
token: inthe | freq: 5 | docs: 5 | posting_pos: 137800
token: inthenet | freq: 5 | docs: 5 | posting_pos: 137805
token: inti | freq: 3 | docs: 3 | posting_pos: 137810
token: intimate | freq: 4 | docs: 3 | posting_pos: 137813
token: intimidation | freq: 9 | docs: 5 | posting_pos: 137816
token: intnet | freq: 6 | docs: 5 | posting_pos: 137821
token: into | freq: 437 | docs: 177 | posting_pos: 137826
token: intolerable | freq: 4 | docs: 2 | posting_pos: 138003
token: intolerance | freq: 5 | docs: 5 | posting_pos: 138005
token: intolerant | freq: 3 | docs: 2 | posting_pos: 138010
token: intoxicated | freq: 5 | docs: 3 | posting_pos: 138012
token: intr | freq: 6 | docs: 5 | posting_pos: 138015
token: intranet | freq: 4 | docs: 4 | posting_pos: 138020
token: intravenous | freq: 3 | docs: 3 | posting_pos: 138024
token: intrepid | freq: 3 | docs: 3 | posting_pos: 138027
token: intrnet | freq: 5 | docs: 5 | posting_pos: 138030
token: intro | freq: 3 | docs: 3 | posting_pos: 138035
token: introduce | freq: 12 | docs: 10 | posting_pos: 138038
token: introduced | freq: 23 | docs: 18 | posting_pos: 138048
token: introduces | freq: 10 | docs: 7 | posting_pos: 138066
token: introducing | freq: 9 | docs: 8 | posting_pos: 138073
token: introduction | freq: 82 | docs: 53 | posting_pos: 138081
token: introductory | freq: 3 | docs: 3 | posting_pos: 138134
token: intrusion | freq: 8 | docs: 6 | posting_pos: 138137
token: intserv | freq: 3 | docs: 3 | posting_pos: 138143
token: intuit | freq: 3 | docs: 3 | posting_pos: 138146
token: intuition | freq: 3 | docs: 2 | posting_pos: 138149
token: intuitive | freq: 4 | docs: 4 | posting_pos: 138151
token: intézmények | freq: 3 | docs: 1 | posting_pos: 138155
token: inusuales | freq: 4 | docs: 1 | posting_pos: 138156
token: invade | freq: 3 | docs: 3 | posting_pos: 138157
token: invalid | freq: 12 | docs: 3 | posting_pos: 138160
token: invariably | freq: 4 | docs: 3 | posting_pos: 138163
token: invasion | freq: 38 | docs: 20 | posting_pos: 138166
token: invasive | freq: 26 | docs: 3 | posting_pos: 138186
token: inventarios | freq: 3 | docs: 2 | posting_pos: 138189
token: invented | freq: 3 | docs: 3 | posting_pos: 138191
token: inventors | freq: 5 | docs: 1 | posting_pos: 138194
token: inventory | freq: 9 | docs: 6 | posting_pos: 138195
token: inversi | freq: 12 | docs: 6 | posting_pos: 138201
token: inversion | freq: 3 | docs: 1 | posting_pos: 138207
token: inversiones | freq: 26 | docs: 9 | posting_pos: 138208
token: invest | freq: 9 | docs: 8 | posting_pos: 138217
token: investec | freq: 3 | docs: 3 | posting_pos: 138225
token: invested | freq: 4 | docs: 4 | posting_pos: 138228
token: investigate | freq: 19 | docs: 18 | posting_pos: 138232
token: investigated | freq: 10 | docs: 6 | posting_pos: 138250
token: investigates | freq: 20 | docs: 15 | posting_pos: 138256
token: investigating | freq: 8 | docs: 7 | posting_pos: 138271
token: investigation | freq: 89 | docs: 52 | posting_pos: 138278
token: investigations | freq: 20 | docs: 18 | posting_pos: 138330
token: investigative | freq: 11 | docs: 8 | posting_pos: 138348
token: investigator | freq: 4 | docs: 4 | posting_pos: 138356
token: investigators | freq: 11 | docs: 6 | posting_pos: 138360
token: investing | freq: 8 | docs: 8 | posting_pos: 138366
token: investment | freq: 118 | docs: 41 | posting_pos: 138374
token: investments | freq: 13 | docs: 11 | posting_pos: 138415
token: investors | freq: 20 | docs: 13 | posting_pos: 138426
token: invisibility | freq: 3 | docs: 1 | posting_pos: 138439
token: invisible | freq: 16 | docs: 5 | posting_pos: 138440
token: invitation | freq: 4 | docs: 3 | posting_pos: 138445
token: invitations | freq: 5 | docs: 5 | posting_pos: 138448
token: invite | freq: 5 | docs: 5 | posting_pos: 138453
token: invited | freq: 20 | docs: 14 | posting_pos: 138458
token: inviting | freq: 3 | docs: 3 | posting_pos: 138472
token: invoke | freq: 9 | docs: 5 | posting_pos: 138475
token: invoked | freq: 3 | docs: 2 | posting_pos: 138480
token: involuntarily | freq: 3 | docs: 2 | posting_pos: 138482
token: involuntary | freq: 6 | docs: 4 | posting_pos: 138484
token: involve | freq: 10 | docs: 10 | posting_pos: 138488
token: involved | freq: 117 | docs: 64 | posting_pos: 138498
token: involvement | freq: 59 | docs: 37 | posting_pos: 138562
token: involves | freq: 23 | docs: 18 | posting_pos: 138599
token: involving | freq: 44 | docs: 30 | posting_pos: 138617
token: inward | freq: 4 | docs: 2 | posting_pos: 138647
token: inx | freq: 5 | docs: 5 | posting_pos: 138649
token: inxpress | freq: 5 | docs: 5 | posting_pos: 138654
token: inyecci | freq: 8 | docs: 4 | posting_pos: 138659
token: inyectores | freq: 4 | docs: 3 | posting_pos: 138663
token: io | freq: 49 | docs: 5 | posting_pos: 138666
token: iocc | freq: 3 | docs: 3 | posting_pos: 138671
token: iohk | freq: 5 | docs: 5 | posting_pos: 138674
token: iol | freq: 19 | docs: 8 | posting_pos: 138679
token: ion | freq: 21 | docs: 17 | posting_pos: 138687
token: iona | freq: 3 | docs: 3 | posting_pos: 138704
token: ionescu | freq: 3 | docs: 2 | posting_pos: 138707
token: ionet | freq: 5 | docs: 5 | posting_pos: 138709
token: ionline | freq: 5 | docs: 5 | posting_pos: 138714
token: ionsys | freq: 3 | docs: 3 | posting_pos: 138719
token: ior | freq: 5 | docs: 5 | posting_pos: 138722
token: ios | freq: 15 | docs: 5 | posting_pos: 138727
token: iosphere | freq: 5 | docs: 5 | posting_pos: 138732
token: iowa | freq: 34 | docs: 34 | posting_pos: 138737
token: ip | freq: 22 | docs: 6 | posting_pos: 138771
token: ipa | freq: 6 | docs: 5 | posting_pos: 138777
token: ipacific | freq: 3 | docs: 3 | posting_pos: 138782
token: ipar | freq: 3 | docs: 3 | posting_pos: 138785
token: ipari | freq: 34 | docs: 15 | posting_pos: 138788
token: ipart | freq: 4 | docs: 4 | posting_pos: 138803
token: ipc | freq: 4 | docs: 3 | posting_pos: 138807
token: iper | freq: 3 | docs: 3 | posting_pos: 138810
token: ipfw | freq: 3 | docs: 3 | posting_pos: 138813
token: iph3 | freq: 5 | docs: 5 | posting_pos: 138816
token: iph4 | freq: 4 | docs: 4 | posting_pos: 138821
token: iphil | freq: 7 | docs: 5 | posting_pos: 138825
token: ipl | freq: 7 | docs: 6 | posting_pos: 138830
token: ipn | freq: 3 | docs: 3 | posting_pos: 138836
token: ipoline | freq: 5 | docs: 5 | posting_pos: 138839
token: ippnw | freq: 9 | docs: 1 | posting_pos: 138844
token: ippt | freq: 3 | docs: 3 | posting_pos: 138845
token: iprolink | freq: 9 | docs: 5 | posting_pos: 138848
token: ips | freq: 5 | docs: 4 | posting_pos: 138853
token: ipse | freq: 5 | docs: 2 | posting_pos: 138857
token: ipsos | freq: 8 | docs: 6 | posting_pos: 138859
token: ipst | freq: 3 | docs: 3 | posting_pos: 138865
token: ipswich | freq: 5 | docs: 5 | posting_pos: 138868
token: ipt | freq: 7 | docs: 6 | posting_pos: 138873
token: iqsoft | freq: 3 | docs: 3 | posting_pos: 138879
token: iquest | freq: 10 | docs: 5 | posting_pos: 138882
token: ir | freq: 52 | docs: 27 | posting_pos: 138887
token: ira | freq: 11 | docs: 9 | posting_pos: 138914
token: iran | freq: 39 | docs: 18 | posting_pos: 138923
token: iran-barat | freq: 3 | docs: 3 | posting_pos: 138941
token: iranian | freq: 7 | docs: 3 | posting_pos: 138944
token: irant | freq: 12 | docs: 8 | posting_pos: 138947
token: iranti | freq: 13 | docs: 11 | posting_pos: 138955
token: iranyaba | freq: 6 | docs: 5 | posting_pos: 138966
token: iranyelveirol | freq: 4 | docs: 4 | posting_pos: 138971
token: iranyelvek | freq: 6 | docs: 3 | posting_pos: 138975
token: iranyitani | freq: 5 | docs: 5 | posting_pos: 138978
token: iranyitas | freq: 3 | docs: 3 | posting_pos: 138983
token: iranyitasa | freq: 4 | docs: 4 | posting_pos: 138986
token: iranyitasat | freq: 3 | docs: 3 | posting_pos: 138990
token: iranyito | freq: 5 | docs: 5 | posting_pos: 138993
token: iranyitott | freq: 3 | docs: 2 | posting_pos: 138998
token: iranyu | freq: 3 | docs: 3 | posting_pos: 139000
token: iranyul | freq: 7 | docs: 4 | posting_pos: 139003
token: iranyulo | freq: 10 | docs: 9 | posting_pos: 139007
token: iranyultsagu | freq: 3 | docs: 3 | posting_pos: 139016
token: iranyvonala | freq: 4 | docs: 3 | posting_pos: 139019
token: iranyzatok | freq: 5 | docs: 3 | posting_pos: 139022
token: iraq | freq: 21 | docs: 5 | posting_pos: 139025
token: iraqi | freq: 3 | docs: 1 | posting_pos: 139030
token: iras | freq: 5 | docs: 5 | posting_pos: 139031
token: irasa | freq: 6 | docs: 5 | posting_pos: 139036
token: irasaban | freq: 4 | docs: 3 | posting_pos: 139041
token: irasabol | freq: 3 | docs: 3 | posting_pos: 139044
token: irasat | freq: 3 | docs: 3 | posting_pos: 139047
token: irasban | freq: 4 | docs: 3 | posting_pos: 139050
token: irasomban | freq: 4 | docs: 1 | posting_pos: 139053
token: irasos | freq: 8 | docs: 8 | posting_pos: 139054
token: irb | freq: 20 | docs: 3 | posting_pos: 139062
token: irb6000 | freq: 3 | docs: 2 | posting_pos: 139065
token: irc | freq: 4 | docs: 4 | posting_pos: 139067
token: irco | freq: 4 | docs: 4 | posting_pos: 139071
token: ire | freq: 4 | docs: 4 | posting_pos: 139075
token: ireland | freq: 48 | docs: 29 | posting_pos: 139079
token: irhato | freq: 4 | docs: 3 | posting_pos: 139108
token: irian | freq: 6 | docs: 1 | posting_pos: 139111
token: irish | freq: 33 | docs: 13 | posting_pos: 139112
token: irja | freq: 24 | docs: 14 | posting_pos: 139125
token: irjak | freq: 10 | docs: 9 | posting_pos: 139139
token: irm | freq: 7 | docs: 5 | posting_pos: 139148
token: irni | freq: 6 | docs: 5 | posting_pos: 139153
token: iro | freq: 23 | docs: 14 | posting_pos: 139158
token: iroda | freq: 10 | docs: 7 | posting_pos: 139172
token: irodajaban | freq: 3 | docs: 3 | posting_pos: 139179
token: irodajat | freq: 3 | docs: 3 | posting_pos: 139182
token: irodak | freq: 5 | docs: 2 | posting_pos: 139185
token: irodalmi | freq: 8 | docs: 7 | posting_pos: 139187
token: irodalom | freq: 5 | docs: 3 | posting_pos: 139194
token: iroja | freq: 4 | docs: 4 | posting_pos: 139197
token: irok | freq: 7 | docs: 7 | posting_pos: 139201
token: iron | freq: 6 | docs: 6 | posting_pos: 139208
token: ironic | freq: 3 | docs: 2 | posting_pos: 139214
token: ironically | freq: 4 | docs: 4 | posting_pos: 139216
token: irony | freq: 9 | docs: 7 | posting_pos: 139220
token: irott | freq: 6 | docs: 5 | posting_pos: 139227
token: irr | freq: 4 | docs: 4 | posting_pos: 139232
token: irrational | freq: 4 | docs: 4 | posting_pos: 139236
token: irredentizmus | freq: 6 | docs: 3 | posting_pos: 139240
token: irregularities | freq: 5 | docs: 2 | posting_pos: 139243
token: irrevocable | freq: 10 | docs: 2 | posting_pos: 139245
token: irri | freq: 3 | docs: 3 | posting_pos: 139247
token: irrigation | freq: 6 | docs: 4 | posting_pos: 139250
token: irritalo | freq: 4 | docs: 2 | posting_pos: 139254
token: irs | freq: 114 | docs: 5 | posting_pos: 139256
token: irst | freq: 3 | docs: 3 | posting_pos: 139261
token: irt | freq: 23 | docs: 14 | posting_pos: 139264
token: irta | freq: 25 | docs: 14 | posting_pos: 139278
token: irtak | freq: 10 | docs: 7 | posting_pos: 139292
token: irtam | freq: 4 | docs: 4 | posting_pos: 139299
token: irtozatos | freq: 3 | docs: 2 | posting_pos: 139303
token: irunk | freq: 3 | docs: 3 | posting_pos: 139305
token: irvine | freq: 15 | docs: 8 | posting_pos: 139308
token: irving | freq: 3 | docs: 2 | posting_pos: 139316
token: irwin | freq: 5 | docs: 2 | posting_pos: 139318
token: is | freq: 5771 | docs: 325 | posting_pos: 139320
token: isa | freq: 7 | docs: 7 | posting_pos: 139645
token: isa9207 | freq: 8 | docs: 2 | posting_pos: 139652
token: isba | freq: 5 | docs: 3 | posting_pos: 139654
token: isbe | freq: 6 | docs: 5 | posting_pos: 139657
token: isbiel | freq: 4 | docs: 4 | posting_pos: 139662
token: isbn | freq: 5 | docs: 1 | posting_pos: 139666
token: isc | freq: 7 | docs: 5 | posting_pos: 139667
token: isc-br | freq: 7 | docs: 5 | posting_pos: 139672
token: isca | freq: 4 | docs: 4 | posting_pos: 139677
token: iscs | freq: 5 | docs: 5 | posting_pos: 139681
token: isd | freq: 13 | docs: 6 | posting_pos: 139686
token: isd761 | freq: 3 | docs: 3 | posting_pos: 139692
token: isdn | freq: 19 | docs: 5 | posting_pos: 139695
token: isdn-pilot | freq: 3 | docs: 3 | posting_pos: 139700
token: ise | freq: 3 | docs: 3 | posting_pos: 139703
token: isepy | freq: 7 | docs: 6 | posting_pos: 139706
token: iserv | freq: 6 | docs: 6 | posting_pos: 139712
token: isgate | freq: 5 | docs: 5 | posting_pos: 139718
token: isi | freq: 7 | docs: 3 | posting_pos: 139723
token: isil | freq: 3 | docs: 3 | posting_pos: 139726
token: isisnet | freq: 5 | docs: 5 | posting_pos: 139729
token: iskol | freq: 5 | docs: 2 | posting_pos: 139734
token: iskola | freq: 23 | docs: 14 | posting_pos: 139736
token: iskolaban | freq: 5 | docs: 5 | posting_pos: 139750
token: iskolabezarasi | freq: 3 | docs: 2 | posting_pos: 139755
token: iskolai | freq: 4 | docs: 4 | posting_pos: 139757
token: iskolak | freq: 11 | docs: 9 | posting_pos: 139761
token: iskolakat | freq: 8 | docs: 7 | posting_pos: 139770
token: iskolakba | freq: 3 | docs: 3 | posting_pos: 139777
token: iskolakban | freq: 4 | docs: 4 | posting_pos: 139780
token: iskolarendszer | freq: 3 | docs: 3 | posting_pos: 139784
token: isl | freq: 6 | docs: 5 | posting_pos: 139787
token: islam | freq: 13 | docs: 7 | posting_pos: 139792
token: islamic | freq: 7 | docs: 4 | posting_pos: 139799
token: island | freq: 126 | docs: 59 | posting_pos: 139803
token: islandia | freq: 3 | docs: 3 | posting_pos: 139862
token: islandnet | freq: 6 | docs: 6 | posting_pos: 139865
token: islands | freq: 34 | docs: 18 | posting_pos: 139871
token: islip | freq: 3 | docs: 3 | posting_pos: 139889
token: ism | freq: 19 | docs: 9 | posting_pos: 139892
token: ismap | freq: 3 | docs: 3 | posting_pos: 139901
token: ismennt | freq: 5 | docs: 5 | posting_pos: 139904
token: ismer | freq: 5 | docs: 5 | posting_pos: 139909
token: ismerete | freq: 5 | docs: 4 | posting_pos: 139914
token: ismereteben | freq: 7 | docs: 6 | posting_pos: 139918
token: ismeretes | freq: 21 | docs: 13 | posting_pos: 139924
token: ismeretlen | freq: 17 | docs: 13 | posting_pos: 139937
token: ismerhetik | freq: 4 | docs: 3 | posting_pos: 139950
token: ismeri | freq: 7 | docs: 6 | posting_pos: 139953
token: ismerik | freq: 12 | docs: 11 | posting_pos: 139959
token: ismerjuk | freq: 4 | docs: 3 | posting_pos: 139970
token: ismernek | freq: 4 | docs: 4 | posting_pos: 139973
token: ismero | freq: 3 | docs: 2 | posting_pos: 139977
token: ismert | freq: 25 | docs: 19 | posting_pos: 139979
token: ismerte | freq: 6 | docs: 6 | posting_pos: 139998
token: ismertek | freq: 4 | docs: 4 | posting_pos: 140004
token: ismertetett | freq: 3 | docs: 3 | posting_pos: 140008
token: ismerteti | freq: 9 | docs: 8 | posting_pos: 140011
token: ismerve | freq: 3 | docs: 3 | posting_pos: 140019
token: ismet | freq: 61 | docs: 30 | posting_pos: 140022
token: ismetelten | freq: 6 | docs: 5 | posting_pos: 140052
token: ismi | freq: 4 | docs: 4 | posting_pos: 140057
token: isn | freq: 8 | docs: 5 | posting_pos: 140061
token: iso | freq: 14 | docs: 7 | posting_pos: 140066
token: isolated | freq: 9 | docs: 8 | posting_pos: 140073
token: isolation | freq: 16 | docs: 15 | posting_pos: 140081
token: isomedia | freq: 4 | docs: 4 | posting_pos: 140096
token: isp | freq: 4 | docs: 3 | posting_pos: 140100
token: ispnet | freq: 9 | docs: 5 | posting_pos: 140103
token: isps | freq: 5 | docs: 4 | posting_pos: 140108
token: isr | freq: 3 | docs: 2 | posting_pos: 140112
token: israel | freq: 44 | docs: 16 | posting_pos: 140114
token: israeli | freq: 11 | docs: 6 | posting_pos: 140130
token: iss | freq: 9 | docs: 4 | posting_pos: 140136
token: issac | freq: 3 | docs: 2 | posting_pos: 140140
token: issue | freq: 162 | docs: 97 | posting_pos: 140142
token: issued | freq: 39 | docs: 24 | posting_pos: 140239
token: issues | freq: 272 | docs: 122 | posting_pos: 140263
token: ist | freq: 10 | docs: 7 | posting_pos: 140385
token: istar | freq: 9 | docs: 5 | posting_pos: 140392
token: isten | freq: 26 | docs: 14 | posting_pos: 140397
token: istenem | freq: 4 | docs: 4 | posting_pos: 140411
token: istennek | freq: 5 | docs: 5 | posting_pos: 140415
token: istent | freq: 5 | docs: 3 | posting_pos: 140420
token: istv | freq: 3 | docs: 1 | posting_pos: 140423
token: istvan | freq: 104 | docs: 34 | posting_pos: 140424
token: istvan-bazilika | freq: 3 | docs: 2 | posting_pos: 140458
token: istvannal | freq: 5 | docs: 4 | posting_pos: 140460
token: istvanne | freq: 6 | docs: 5 | posting_pos: 140464
token: isu | freq: 24 | docs: 14 | posting_pos: 140469
token: isus | freq: 3 | docs: 3 | posting_pos: 140483
token: isvan | freq: 3 | docs: 3 | posting_pos: 140486
token: isy | freq: 3 | docs: 3 | posting_pos: 140489
token: isys | freq: 3 | docs: 3 | posting_pos: 140492
token: iszonyu | freq: 6 | docs: 5 | posting_pos: 140495
token: it | freq: 1783 | docs: 260 | posting_pos: 140500
token: it-elnok | freq: 6 | docs: 1 | posting_pos: 140760
token: it-ncc | freq: 4 | docs: 4 | posting_pos: 140761
token: it-scc | freq: 3 | docs: 3 | posting_pos: 140765
token: it-tag | freq: 21 | docs: 1 | posting_pos: 140768
token: ita | freq: 5 | docs: 4 | posting_pos: 140769
token: italian | freq: 77 | docs: 20 | posting_pos: 140773
token: italic | freq: 5 | docs: 5 | posting_pos: 140793
token: italy | freq: 79 | docs: 35 | posting_pos: 140798
token: itar- | freq: 5 | docs: 4 | posting_pos: 140833
token: itar-tass | freq: 75 | docs: 24 | posting_pos: 140837
token: itar-tassreported | freq: 4 | docs: 3 | posting_pos: 140861
token: itb | freq: 6 | docs: 5 | posting_pos: 140864
token: itc | freq: 19 | docs: 5 | posting_pos: 140869
token: itctel | freq: 5 | docs: 5 | posting_pos: 140874
token: itd | freq: 31 | docs: 5 | posting_pos: 140879
token: ite | freq: 8 | docs: 6 | posting_pos: 140884
token: itek | freq: 6 | docs: 4 | posting_pos: 140890
token: itelet | freq: 3 | docs: 3 | posting_pos: 140894
token: iteletek | freq: 3 | docs: 2 | posting_pos: 140897
token: iteletet | freq: 4 | docs: 3 | posting_pos: 140899
token: iteli | freq: 9 | docs: 7 | posting_pos: 140902
token: itelik | freq: 10 | docs: 7 | posting_pos: 140909
token: itelt | freq: 5 | docs: 4 | posting_pos: 140916
token: itelte | freq: 9 | docs: 8 | posting_pos: 140920
token: iteltek | freq: 8 | docs: 6 | posting_pos: 140928
token: item | freq: 19 | docs: 8 | posting_pos: 140934
token: items | freq: 22 | docs: 17 | posting_pos: 140942
token: itesm | freq: 28 | docs: 5 | posting_pos: 140959
token: ithaca | freq: 4 | docs: 4 | posting_pos: 140964
token: iti2 | freq: 3 | docs: 3 | posting_pos: 140968
token: itis | freq: 5 | docs: 4 | posting_pos: 140971
token: itk | freq: 3 | docs: 3 | posting_pos: 140975
token: itl | freq: 5 | docs: 5 | posting_pos: 140978
token: itlabs | freq: 3 | docs: 3 | posting_pos: 140983
token: itn | freq: 3 | docs: 3 | posting_pos: 140986
token: itnet | freq: 4 | docs: 3 | posting_pos: 140989
token: itochu | freq: 3 | docs: 2 | posting_pos: 140992
